STT;Course_ID;Course_Name;Credit;Type;Kind;Spec_Name;Major_Name;Major_Code;Spec_Code
3;SMT1007;Scientific Socialism;2;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
4;SMT1008;History of Vietnamese Communist Party;2;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
5;SMT1004;Ho Chi Minh Thought;2;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
6;LAW1001;General Law;2;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
7;TOU1001;Business Communication;3;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
8;MIS1002;IT for Business;3;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
9;MAT1001;Applied Mathematics for Economics and Business;3;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
10;MGT1001;Microeconomics;3;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
11;ECO1001;Macroeconomics;3;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
12;MGT1002;Management;3;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
13;ENGELE1;English Elementary 1;3;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
14;ENGELE2;English Elementary 2;4;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
15;ENG2015;English Communication 1;3;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
16;ENG2016;English Communication 2 ;3;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
17;ENG2017;English Composition B1 ;2;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
18;HRM2001;Organizational Behavior;3;Fundamental ;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
19;MIS2002;Management Information Systems;3;Fundamental ;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
20;IBS2001;International Business;3;Fundamental ;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
21;LAW2001;Business Law;3;Fundamental ;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
22;MKT2001;Principles of Marketing;3;Fundamental ;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
23;ACC1002;Introduction to Accounting;3;Fundamental ;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
24;MGT2002;Introduction to Business;3;Fundamental ;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
25;FIN2001;Financial Markets and Institutions;3;Fundamental ;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
26;STA2002;Statistics for Business and Economics;3;Fundamental ;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
27;ENG3001;Business English;3;Fundamental ;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
28;MGT3001;Strategic Management;3;Major;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
29;MGT3010;Organization Theory and Design;3;Major;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
30;HRM3001;Human Resource Management;3;Major;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
31;HRM3004;Employment Relationship;3;Major;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
32;HRM3007;Professional Development;3;Major;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
33;MGT3020;Digital Transformation;3;Major;Elective;Human Resource Management;Human Resource Management;7340404;734040401
34;MGT3014;Quality Management;3;Major;Elective;Human Resource Management;Human Resource Management;7340404;734040401
35;LAW3010;Labor Law;3;Major;Elective;Human Resource Management;Human Resource Management;7340404;734040401
36;HRM3017;International Human Resource Management;3;Major;Elective;Human Resource Management;Human Resource Management;7340404;734040401
37;HRM3005;Negotiation;3;Major;Elective;Human Resource Management;Human Resource Management;7340404;734040401
38;HRM3013;Human Resource Planning;3;Specialized;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
39;HRM3003;Human Resource Development;3;Specialized;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
40;HRM3002;Developing Management Skills;3;Specialized;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
41;HRM3009;Performance Management;3;Specialized;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
42;HRM3010;Compensation;3;Specialized;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
43;HRM3014;Recruitment and Selection;3;Specialized;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
44;HRM3095;Project: Design Policy of Human Resource;2;Specialized;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
45;MGT3021;Digital Business;3;Specialized;Elective;Human Resource Management;Human Resource Management;7340404;734040401
46;MGT3011;Entrepreneurship;3;Specialized;Elective;Human Resource Management;Human Resource Management;7340404;734040401
47;HRM3016;People Analytics;3;Specialized;Elective;Human Resource Management;Human Resource Management;7340404;734040401
48;RMD3001;Research Methodology;2;Specialized;Elective;Human Resource Management;Human Resource Management;7340404;734040401
49;FIN3006;Financial Management;3;Specialized;Elective;Human Resource Management;Human Resource Management;7340404;734040401
50;HRM3015;Digital Human Resource Management;2;Specialized;Elective;Human Resource Management;Human Resource Management;7340404;734040401
51;HRM3006;Psychology;2;Specialized;Elective;Human Resource Management;Human Resource Management;7340404;734040401
52;COM3001;E - Commerce;3;Specialized;Elective;Human Resource Management;Human Resource Management;7340404;734040401
53;MKT3006;Integrated Marketing Communication (IMC);3;Specialized;Elective;Human Resource Management;Human Resource Management;7340404;734040401
54;HRM4001;Practical Report for Graduation Purpose;4;Specialized;Elective;Human Resource Management;Human Resource Management;7340404;734040401
55;HRM4002;Graduation Thesis;10;Specialized;Elective;Human Resource Management;Human Resource Management;7340404;734040401
1;SMT1005;Marxist-Leninist Philosophy;3;General;Compulsory;Fintech;Fintech;7340205;734020501
2;SMT1006;Political Economics of Marxism-Leninism;2;General;Compulsory;Fintech;Fintech;7340205;734020501
3;SMT1007;Scientific Socialism;2;General;Compulsory;Fintech;Fintech;7340205;734020501
4;SMT1008;History of Vietnamese Communist Party;2;General;Compulsory;Fintech;Fintech;7340205;734020501
5;SMT1004;Ho Chi Minh Thought;2;General;Compulsory;Fintech;Fintech;7340205;734020501
6;LAW1001;General Law;2;General;Compulsory;Fintech;Fintech;7340205;734020501
7;TOU1001;Business Communication;3;General;Compulsory;Fintech;Fintech;7340205;734020501
8;MGT1001;Microeconomics;3;General;Compulsory;Fintech;Fintech;7340205;734020501
9;ECO1001;Macroeconomics;3;General;Compulsory;Fintech;Fintech;7340205;734020501
10;MGT1002;Management;3;General;Compulsory;Fintech;Fintech;7340205;734020501
11;MIS1002;IT for Business;3;General;Compulsory;Fintech;Fintech;7340205;734020501
12;ENGELE1;English Elementary 1;3;General;Compulsory;Fintech;Fintech;7340205;734020501
13;ENGELE2;English Elementary 2;4;General;Compulsory;Fintech;Fintech;7340205;734020501
14;ENG2015;English Communication 1;3;General;Compulsory;Fintech;Fintech;7340205;734020501
15;ENG2016;English Communication 2 ;3;General;Compulsory;Fintech;Fintech;7340205;734020501
16;ENG2017;English Composition B1 ;2;General;Compulsory;Fintech;Fintech;7340205;734020501
17;MIS2002;Management Information Systems;3;Fundamental ;Compulsory;Fintech;Fintech;7340205;734020501
18;IBS2001;International Business;3;Fundamental ;Compulsory;Fintech;Fintech;7340205;734020501
19;ECO3040;Mathematics for Fintech 1;3;Fundamental ;Compulsory;Fintech;Fintech;7340205;734020501
20;STA2002;Statistics for Business and Economics;3;Fundamental ;Compulsory;Fintech;Fintech;7340205;734020501
21;STA2006;Probability And Mathematical Statistics;3;Fundamental ;Compulsory;Fintech;Fintech;7340205;734020501
22;ECO3041;Mathematics for Fintech 2;3;Fundamental ;Compulsory;Fintech;Fintech;7340205;734020501
23;MKT2001;Principles of Marketing;3;Fundamental ;Compulsory;Fintech;Fintech;7340205;734020501
24;ACC1002;Introduction to Accounting;3;Fundamental ;Compulsory;Fintech;Fintech;7340205;734020501
25;MGT2002;Introduction to Business;3;Fundamental ;Compulsory;Fintech;Fintech;7340205;734020501
26;FIN2001;Financial Markets and Institutions;3;Fundamental ;Compulsory;Fintech;Fintech;7340205;734020501
27;ENG3001;Business English;3;Fundamental ;Compulsory;Fintech;Fintech;7340205;734020501
28;FIN3002;Investments;3;Major;Compulsory;Fintech;Fintech;7340205;734020501
29;FIN3004;Corporate Finance;3;Major;Compulsory;Fintech;Fintech;7340205;734020501
30;FIN3011;Fintech;3;Major;Compulsory;Fintech;Fintech;7340205;734020501
31;MIS3001;Basic Programming;3;Major;Compulsory;Fintech;Fintech;7340205;734020501
32;MIS3049;Database Management in Finance;3;Major;Compulsory;Fintech;Fintech;7340205;734020501
33;ELC3005;Big Data Fundamentals;3;Major;Compulsory;Fintech;Fintech;7340205;734020501
34;FIN3001;International Finance;3;Major;Elective;Fintech;Fintech;7340205;734020501
35;ELC3019;E-Payment;3;Major;Elective;Fintech;Fintech;7340205;734020501
36;MGT3023;Digital Business Model;3;Major;Elective;Fintech;Fintech;7340205;734020501
37;COM3001;E - Commerce;3;Major;Elective;Fintech;Fintech;7340205;734020501
38;LAW2001;Business Law;3;Major;Elective;Fintech;Fintech;7340205;734020501
39;FIN3003;Derivatives;3;Specialized;Compulsory;Fintech;Fintech;7340205;734020501
40;BAN3003;Banking Operations;3;Specialized;Compulsory;Fintech;Fintech;7340205;734020501
41;MIS3041;Python for Data Analysis;3;Specialized;Compulsory;Fintech;Fintech;7340205;734020501
42;FIN3012;Big Data Analytics in Fintech;3;Specialized;Compulsory;Fintech;Fintech;7340205;734020501
43;ELC3023;Machine Learning and AI in Fintech;3;Specialized;Compulsory;Fintech;Fintech;7340205;734020501
44;FIN3013;Blockchain Technology and Cryptocurrency;3;Specialized;Compulsory;Fintech;Fintech;7340205;734020501
45;FIN3014;Fintech Capstone;2;Specialized;Compulsory;Fintech;Fintech;7340205;734020501
46;BAN3018;Digital Banking;3;Specialized;Elective;Fintech;Fintech;7340205;734020501
47;ACC3004;Financial Analysis;3;Specialized;Elective;Fintech;Fintech;7340205;734020501
48;RMD3001;Research Methodology;2;Specialized;Elective;Fintech;Fintech;7340205;734020501
49;MIS3042;Cloud Computing;3;Specialized;Elective;Fintech;Fintech;7340205;734020501
50;ELC3016;E-Business;3;Specialized;Elective;Fintech;Fintech;7340205;734020501
51;MKT3007;Digital Marketing;3;Specialized;Elective;Fintech;Fintech;7340205;734020501
52;FIN3010;Financial Modelling;3;Specialized;Elective;Fintech;Fintech;7340205;734020501
53;FIN3009;Financial Risk Management;3;Specialized;Elective;Fintech;Fintech;7340205;734020501
54;MGT3018;Business Plan;2;Specialized;Elective;Fintech;Fintech;7340205;734020501
55;MGT3031;Entrepreneurship in Fintech;3;Specialized;Elective;Fintech;Fintech;7340205;734020501
56;FIN4001;Practical Report for Graduation Purpose;4;Specialized;Elective;Fintech;Fintech;7340205;734020501
57;FIN4002;Graduation Thesis;10;Specialized;Elective;Fintech;Fintech;7340205;734020501
1;SMT1005;Marxist-Leninist Philosophy;3;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
2;SMT1006;Political Economics of Marxism-Leninism;2;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
3;SMT1007;Scientific Socialism;2;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
4;SMT1008;History of Vietnamese Communist Party;2;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
5;SMT1004;Ho Chi Minh Thought;2;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
6;LAW1001;General Law;2;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
7;TOU1001;Business Communication;3;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
8;MGT1001;Microeconomics;3;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
9;ECO1001;Macroeconomics;3;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
10;MGT1002;Management;3;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
11;MIS1002;IT for Business;3;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
12;MAT1001;Applied Mathematics for Economics and Business;3;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
13;ENGELE1;English Elementary 1;3;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
14;ENGELE2;English Elementary 2;4;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
15;ENG2015;English Communication 1;3;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
16;ENG2016;English Communication 2 ;3;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
17;ENG2017;English Composition B1 ;2;General;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
18;MIS2001;Data Base;3;Fundamental ;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
19;MIS2002;Management Information Systems;3;Fundamental ;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
20;ACC2003;Financial Accounting;3;Fundamental ;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
21;ECO2002;Development Economics;3;Fundamental ;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
22;MKT2001;Principles of Marketing;3;Fundamental ;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
23;ACC1001;Accounting Principles;3;Fundamental ;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
24;FIN2001;Financial Markets and Institutions;3;Fundamental ;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
25;STA2002;Statistics for Business and Economics;3;Fundamental ;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
26;STA2006;Probability And Mathematical Statistics;3;Fundamental ;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
27;ENG3001;Business English;3;Fundamental ;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
28;STA3002;The system of National Accounts;3;Major;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
29;STA3001;Econometrics;3;Major;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
30;STA3007;Multivariate Data Analysis;3;Major;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
31;MIS3050;Applied Data Mining;3;Major;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
32;STA3005;Survey Method;3;Major;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
33;MKT3003;Consumer Behavior;3;Major;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
34;ECO3015;Investment Economics;3;Major;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
35;IBS2002;International Economics;3;Major;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
36;MGT3005;Total Quality Management;3;Major;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
37;MKT3026;Marketing Analytics;3;Major;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
38;STA3013;Data Analysis and Visualization;3;Specialized;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
39;STA3008;Time Series Analysis and Forecasting;3;Specialized;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
40;STA3006;Population and Labor Force Statistics;3;Specialized;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
41;STA3012;Industrial Statistics;3;Specialized;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
42;STA3010;Financial Statistics;3;Specialized;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
43;STA3011;Statistics Fractice;2;Specialized;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
44;STA3095;Course Project;2;Specialized;Compulsory;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
45;ACC3005;Company Accounting;3;Specialized;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
46;ELC3009;Web Data Mining;3;Specialized;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
47;RMD3001;Research Methodology;2;Specialized;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
48;MIS3008;Database Management;3;Specialized;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
49;ACC3004;Financial Analysis;3;Specialized;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
50;COM3003;Customer Relationship Management;3;Specialized;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
51;ELC3008;Artificial Intelligence for Business;3;Specialized;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
52;BAN3005;Bank Management;3;Specialized;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
53;STA4001;Practical Report for Graduation Purpose;4;Specialized;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
54;STA4002;Graduation Thesis;10;Specialized;Elective;Statistics for Economic and Society;Statistics for Economics;7310107;731010701
1;SMT1005;Marxist-Leninist Philosophy;3;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
2;SMT1006;Political Economics of Marxism-Leninism;2;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
3;SMT1007;Scientific Socialism;2;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
4;SMT1008;History of Vietnamese Communist Party;2;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
5;SMT1004;Ho Chi Minh Thought;2;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
6;LAW1001;General Law;2;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
7;MGT2002;Introduction to Business;3;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
8;MGT1001;Microeconomics;3;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
9;ECO1001;Macroeconomics;3;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
10;MGT1002;Management;3;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
11;ENGELE1;English Elementary 1;3;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
12;ENGELE2;English Elementary 2;4;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
13;ENG2015;English Communication 1;3;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
14;ENG2016;English Communication 2 ;3;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
15;ENG2017;English Composition B1 ;2;General;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
16;ACC1001;Accounting Principles;3;Fundamental ;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
17;MKT2001;Principles of Marketing;3;Fundamental ;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
18;MIS2002;Management Information Systems;3;Fundamental ;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
19;STA2002;Statistics for Business and Economics;3;Fundamental ;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
20;STA2003;Mathematical Statistics;3;Fundamental ;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
21;MIS2001;Data Base;3;Fundamental ;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
22;MIS3001;Basic Programming;3;Fundamental ;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
23;ECO3025;Mathematics for Data Science I;2;Fundamental ;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
24;ECO3024;Mathematics for Data Science II;3;Fundamental ;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
25;MIS3006;Data Structures and Algorithms;3;Major;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
26;COM3003;Customer Relationship Management;3;Major;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
27;FIN3006;Financial Management;3;Major;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
28;MGT3002;Supply Chain Management;3;Major;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
29;STA3007;Multivariate Data Analysis;3;Major;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
30;COM3001;E - Commerce;3;Major;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
31;MIS3008;Database Management;3;Major;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
32;ELC3005;Big Data Fundamentals;3;Major;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
33;ACC2002;Management Accounting;3;Major;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
34;MIS3009;Data Warehousing and Data Mining;3;Specialized;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
35;STA3008;Time Series Analysis and Forecasting;3;Specialized;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
36;ELC3006;Machine Learning;3;Specialized;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
37;ELC3007;Data Visualization;3;Specialized;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
38;ELC3008;Artificial Intelligence for Business;3;Specialized;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
39;ELC3013;Business Process Analysis and Design;3;Specialized;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
40;MIS3041;Python for Data Analysis;3;Specialized;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
41;ELC3022;Capstone Project 1;2;Specialized;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
42;ELC3011;Capstone Project 2;2;Specialized;Compulsory;Data Science & Business Analytics;Data Science;7340420;734042001
43;ACC3004;Financial Analysis;3;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
44;FIN3002;Investments;3;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
45;FIN2001;Financial Markets and Institutions;3;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
46;ACC2003;Financial Accounting;3;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
47;MKT3003;Consumer Behavior;3;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
48;MKT3001;Marketing Management;3;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
49;COM3008;E - Marketing;3;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
50;MIS3013;E-Business;3;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
51;MGT3001;Strategic Management;3;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
52;ELC3009;Web Data Mining;3;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
53;MIS3042;Cloud Computing;3;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
54;MIS3043;Big Data Tools;3;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
55;COM3010;Design Thinking and Customer Experience;3;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
56;MGT3020;Digital Transformation;3;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
57;MGT3018;Business Plan;2;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
58;RMD3001;Research Methodology;2;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
59;ELC4003;Practical Report for Graduation Purpose;4;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
60;ELC4004;Graduation Thesis;10;Specialized;Elective;Data Science & Business Analytics;Data Science;7340420;734042001
1;SMT1005;Marxist-Leninist Philosophy;3;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
2;SMT1006;Political Economics of Marxism-Leninism;2;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
3;SMT1007;Scientific Socialism;2;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
4;SMT1008;History of Vietnamese Communist Party;2;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
5;SMT1004;Ho Chi Minh Thought;2;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
6;LAW1001;General Law;2;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
7;TOU1001;Business Communication;3;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
8;MGT1001;Microeconomics;3;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
9;ECO1001;Macroeconomics;3;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
10;MGT1002;Management;3;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
11;ENGELE1;English Elementary 1;3;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
12;ENGELE2;English Elementary 2;4;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
13;ENG2015;English Communication 1;3;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
14;ENG2016;English Communication 2 ;3;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
15;ENG2017;English Composition B1 ;2;General;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
16;ACC1002;Introduction to Accounting;3;Fundamental ;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
17;MKT2001;Principles of Marketing;3;Fundamental ;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
18;MIS2002;Management Information Systems;3;Fundamental ;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
19;HRM2001;Organizational Behavior;3;Fundamental ;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
20;STA2002;Statistics for Business and Economics;3;Fundamental ;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
21;FIN2001;Financial Markets and Institutions;3;Fundamental ;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
22;MGT2002;Introduction to Business;3;Fundamental ;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
23;IBS2001;International Business;3;Fundamental ;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
24;LAW2001;Business Law;3;Fundamental ;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
25;ENG3001;Business English;3;Fundamental ;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
26;COM2001;Management in Trade Firms;3;Major;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
27;COM3001;E - Commerce;3;Major;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
28;COM3008;E - Marketing;3;Major;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
29;ELC3013;Business Process Analysis and Design;3;Major;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
30;FIN3006;Financial Management;3;Major;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
31;MIS3013;E-Business;3;Major;Elective;Commercial Business Administration;Commerce;7340121;734012101
32;MKT3003;Consumer Behavior;3;Major;Elective;Commercial Business Administration;Commerce;7340121;734012101
33;MKT3006;Integrated Marketing Communication (IMC);3;Major;Elective;Commercial Business Administration;Commerce;7340121;734012101
34;IBS2003;International Trade Practices;3;Major;Elective;Commercial Business Administration;Commerce;7340121;734012101
35;MGT3001;Strategic Management;3;Major;Elective;Commercial Business Administration;Commerce;7340121;734012101
36;RMD3001;Research Methodology;2;Major;Elective;Commercial Business Administration;Commerce;7340121;734012101
37;COM3003;Customer Relationship Management;3;Specialized;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
38;COM3002;Retail Management;3;Specialized;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
39;COM2002;Distribution Management;3;Specialized;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
40;COM3004;Sales Force Management;3;Specialized;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
41;COM3009;Procurement and Inventory Management;3;Specialized;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
42;COM3010;Design Thinking and Customer Experience;3;Specialized;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
43;COM3011;Selling Skills;3;Specialized;Compulsory;Commercial Business Administration;Commerce;7340121;734012101
